"Uid","CLUB"
77212,"club-101"
77213,"club-105"
77215,"club-119"
77218,"club-105"
77221,"club-101"
77223,"club-118"
77226,"club-105"
77231,"club-119"
77234,"club-109"
77236,"club-105"
77237,"club-101"
77238,"club-119"
77239,"club-119"
77242,"club-105"
77246,"club-105"
77254,"club-105"
77260,"club-121"
77266,"club-103"
77268,"club-106"
77275,"club-106"
77277,"club-106"
77280,"club-111"
77281,"club-103"
77283,"club-103"
77284,"club-111"
77287,"club-106"
77288,"club-106"
77290,"club-106"
77291,"club-106"
77292,"club-106"
77293,"club-111"
77294,"club-106"
77298,"club-111"
77299,"club-106"
77300,"club-102"
77301,"club-108"
77309,"club-107"
77310,"club-107"
77312,"club-108"
77315,"club-105"
77321,"club-102"
77324,"club-261"
77329,"club-401"
77337,"club-103"
77339,"club-106"
77344,"club-110"
77383,"club-103"
77394,"club-115"
77408,"club-219"
77427,"club-124"
77429,"club-111"
77431,"club-124"
77433,"club-111"
77436,"club-127"
77440,"club-103"
77452,"club-101"
77456,"club-106"
77459,"club-113"
77461,"club-106"
77462,"club-127"
77466,"club-106"
77468,"club-101"
77469,"club-127"
77470,"club-101"
77472,"club-113"
77476,"club-111"
77477,"club-109"
77480,"club-111"
77483,"club-218"
77494,"club-101"
77495,"club-102"
77500,"club-102"
77502,"club-106"
77503,"club-101"
77504,"club-133"
77505,"club-107"
77508,"club-107"
77514,"club-112"
77515,"club-105"
77517,"club-101"
77518,"club-112"
77519,"club-102"
77531,"club-407"
77536,"club-402"
77541,"club-125"
77546,"club-402"
77547,"club-402"
77549,"club-132"
77555,"club-110"
77557,"club-101"
77558,"club-105"
77559,"club-110"
77563,"club-112"
77566,"club-107"
77568,"club-108"
77570,"club-105"
77574,"club-106"
77575,"club-106"
77576,"club-106"
77577,"club-107"
77580,"club-101"
77581,"club-101"
77582,"club-102"
77583,"club-112"
77588,"club-102"
77590,"club-105"
77591,"club-102"
77593,"club-107"
77596,"club-107"
77598,"club-102"
77599,"club-102"
77600,"club-107"
77601,"club-107"
77621,"club-111"
77623,"club-604"
77636,"club-404"
77648,"club-111"
77665,"club-109"
77667,"club-115"
77668,"club-119"
77669,"club-108"
77670,"club-119"
77671,"club-103"
77672,"club-119"
77678,"club-107"
77680,"club-115"
77682,"club-108"
77687,"club-109"
77688,"club-115"
77689,"club-115"
77690,"club-111"
77691,"club-109"
77692,"club-119"
77693,"club-108"
77700,"club-242"
77718,"club-249"
77719,"club-133"
77729,"club-103"
77762,"club-221"
77786,"club-109"
77787,"club-218"
77788,"club-402"
77806,"club-109"
77820,"club-101"
77823,"club-121"
77824,"club-102"
77825,"club-121"
77826,"club-102"
77827,"club-103"
77828,"club-121"
77832,"club-102"
77835,"club-106"
77837,"club-102"
77838,"club-108"
77841,"club-102"
77843,"club-106"
77844,"club-102"
77845,"club-101"
77847,"club-103"
77848,"club-106"
77849,"club-105"
77851,"club-106"
77852,"club-108"
77854,"club-121"
77855,"club-121"
77857,"club-102"
77859,"club-121"
77861,"club-108"
77863,"club-108"
77864,"club-121"
77865,"club-106"
77868,"club-121"
77870,"club-102"
77877,"club-117"
77879,"club-122"
77881,"club-132"
77884,"club-103"
77885,"club-106"
77892,"club-105"
77906,"club-245"
77907,"club-245"
77908,"club-111"
77916,"club-202"
77929,"club-124"
77953,"club-105"
77955,"club-102"
77956,"club-105"
77958,"club-102"
77959,"club-102"
77960,"club-105"
77966,"club-102"
77967,"club-110"
77969,"club-102"
77970,"club-102"
77974,"club-102"
77975,"club-109"
77976,"club-102"
77977,"club-102"
77978,"club-105"
77979,"club-102"
77982,"club-109"
77983,"club-102"
77990,"club-105"
77991,"club-109"
77992,"club-110"
77993,"club-110"
78011,"club-133"
78016,"club-403"
78019,"club-106"
78020,"club-106"
78023,"club-105"
78027,"club-105"
78028,"club-105"
78031,"club-105"
78033,"club-103"
78035,"club-103"
78046,"club-113"
78049,"club-102"
78050,"club-102"
78060,"club-102"
78066,"club-102"
78067,"club-102"
78068,"club-123"
78070,"club-115"
78072,"club-107"
78080,"club-603"
78081,"club-242"
78096,"club-410"
78097,"club-242"
78113,"club-403"
78115,"club-101"
78117,"club-101"
78119,"club-101"
78123,"club-113"
78124,"club-107"
78125,"club-101"
78132,"club-124"
78134,"club-101"
78137,"club-101"
78138,"club-101"
78140,"club-101"
78143,"club-113"
78148,"club-108"
78149,"club-113"
78151,"club-110"
78154,"club-109"
78172,"club-134"
78189,"club-101"
78191,"club-102"
78193,"club-102"
78194,"club-102"
78203,"club-102"
78205,"club-102"
78206,"club-102"
78207,"club-102"
78208,"club-102"
78209,"club-102"
78210,"club-102"
78212,"club-101"
78213,"club-245"
78230,"club-105"
78232,"club-108"
78233,"club-105"
78235,"club-108"
78239,"club-108"
78242,"club-102"
78247,"club-102"
78248,"club-102"
78249,"club-102"
78257,"club-111"
78296,"club-109"
78297,"club-122"
78299,"club-106"
78303,"club-106"
78304,"club-122"
78313,"club-106"
78314,"club-122"
78315,"club-122"
78319,"club-105"
78328,"club-101"
78364,"club-107"
78365,"club-105"
78367,"club-108"
78368,"club-105"
78369,"club-108"
78370,"club-107"
78372,"club-107"
78374,"club-105"
78375,"club-105"
78376,"club-105"
78377,"club-107"
78387,"club-101"
78388,"club-135"
78390,"club-119"
78391,"club-101"
78392,"club-111"
78393,"club-111"
78396,"club-105"
78399,"club-105"
78404,"club-105"
78406,"club-105"
78409,"club-102"
78413,"club-102"
78416,"club-102"
78419,"club-108"
78420,"club-103"
78427,"club-105"
78428,"club-237"
78431,"club-102"
78432,"club-102"
78434,"club-102"
78442,"club-111"
78447,"club-103"
78455,"club-124"
78462,"club-103"
78471,"club-102"
78474,"club-106"
78476,"club-103"
78477,"club-103"
78479,"club-103"
78484,"club-115"
78485,"club-131"
78487,"club-107"
78488,"club-103"
78490,"club-107"
78491,"club-114"
78492,"club-110"
78493,"club-103"
78496,"club-110"
78498,"club-107"
78499,"club-110"
78500,"club-103"
78501,"club-131"
78503,"club-114"
78504,"club-102"
78507,"club-219"
78510,"club-106"
78513,"club-102"
78514,"club-102"
78515,"club-106"
78516,"club-114"
78518,"club-106"
78519,"club-115"
78520,"club-112"
78523,"club-107"
78525,"club-107"
78531,"club-114"
78534,"club-106"
78541,"club-106"
78542,"club-114"
78543,"club-106"
78544,"club-102"
78545,"club-106"
78547,"club-114"
78548,"club-103"
78552,"club-103"
78562,"club-245"
78564,"club-245"
78571,"club-108"
78572,"club-118"
78575,"club-119"
78578,"club-113"
78581,"club-108"
78586,"club-102"
78588,"club-108"
78591,"club-102"
78594,"club-102"
78601,"club-121"
78604,"club-106"
78605,"club-103"
78608,"club-103"
78610,"club-106"
78613,"club-121"
78616,"club-107"
78617,"club-109"
78618,"club-128"
78620,"club-107"
78622,"club-106"
78624,"club-121"
78625,"club-107"
78626,"club-128"
78631,"club-106"
78634,"club-102"
78636,"club-106"
78637,"club-106"
78639,"club-106"
78641,"club-106"
78642,"club-128"
78651,"club-106"
78660,"club-123"
78662,"club-110"
78663,"club-110"
78666,"club-115"
78676,"club-403"
78677,"club-105"
78678,"club-107"
78680,"club-107"
78681,"club-105"
78687,"club-106"
78688,"club-107"
78690,"club-102"
78691,"club-105"
78692,"club-102"
78694,"club-103"
78695,"club-102"
78696,"club-106"
78699,"club-106"
78701,"club-102"
78718,"club-111"
78721,"club-410"
78735,"club-123"
78736,"club-123"
78739,"club-132"
78742,"club-111"
78747,"club-218"
78759,"club-106"
78761,"club-115"
78764,"club-107"
78768,"club-107"
78770,"club-126"
78773,"club-107"
78774,"club-106"
78777,"club-123"
78792,"club-410"
78802,"club-128"
78804,"club-410"
78812,"club-112"
78817,"club-125"
78818,"club-107"
78822,"club-115"
78824,"club-115"
78827,"club-106"
78828,"club-106"
78830,"club-110"
78831,"club-106"
78832,"club-107"
78833,"club-112"
78836,"club-108"
78843,"club-102"
78844,"club-102"
78845,"club-102"
78846,"club-102"
78850,"club-102"
78852,"club-107"
78855,"club-125"
78859,"club-110"
78860,"club-121"
78862,"club-210"
78880,"club-103"
78881,"club-109"
78888,"club-117"
78891,"club-102"
78894,"club-106"
78895,"club-108"
78896,"club-121"
78898,"club-117"
78899,"club-108"
78908,"club-106"
78909,"club-108"
78910,"club-108"
78912,"club-121"
78917,"club-102"
78920,"club-115"
78922,"club-108"
78929,"club-106"
78932,"club-106"
78936,"club-413"
78950,"club-132"
78951,"club-410"
78955,"club-132"
78971,"club-102"
78973,"club-117"
78974,"club-101"
78975,"club-106"
78977,"club-102"
78983,"club-101"
78985,"club-106"
78986,"club-102"
78990,"club-102"
78996,"club-101"
78998,"club-101"
78999,"club-115"
79001,"club-101"
79002,"club-105"
79014,"club-402"
79027,"club-107"
79033,"club-403"
79038,"club-107"
79039,"club-245"
79043,"club-135"
79044,"club-107"
79048,"club-133"
79049,"club-107"
79050,"club-106"
79051,"club-107"
79053,"club-115"
79054,"club-107"
79058,"club-107"
79061,"club-115"
79066,"club-106"
79071,"club-106"
79074,"club-107"
79075,"club-103"
79076,"club-107"
79078,"club-133"
79079,"club-107"
79080,"club-107"
79082,"club-106"
79083,"club-102"
79085,"club-113"
79086,"club-110"
79087,"club-242"
79089,"club-107"
79091,"club-113"
79094,"club-112"
79097,"club-110"
79099,"club-113"
79100,"club-101"
79101,"club-101"
79102,"club-110"
79103,"club-112"
79104,"club-113"
79105,"club-113"
79106,"club-110"
79107,"club-113"
79108,"club-102"
79112,"club-113"
79114,"club-101"
79117,"club-242"
79118,"club-113"
79119,"club-107"
79120,"club-112"
79122,"club-101"
79127,"club-110"
79129,"club-113"
79131,"club-119"
79132,"club-110"
79135,"club-113"
79139,"club-102"
79140,"club-113"
79141,"club-242"
79143,"club-101"
79144,"club-110"
79145,"club-242"
79147,"club-113"
79148,"club-110"
79151,"club-102"
79152,"club-113"
79153,"club-119"
79154,"club-102"
79157,"club-102"
79159,"club-112"
79160,"club-102"
79161,"club-112"
79162,"club-102"
79165,"club-106"
79171,"club-102"
79172,"club-112"
79175,"club-102"
79177,"club-119"
79180,"club-604"
79181,"club-119"
79188,"club-109"
79189,"club-103"
79190,"club-101"
79193,"club-101"
79196,"club-109"
79197,"club-101"
79205,"club-117"
79212,"club-101"
79213,"club-106"
79221,"club-123"
79229,"club-403"
79239,"club-101"
79241,"club-106"
79245,"club-107"
79246,"club-107"
79249,"club-107"
79252,"club-106"
79255,"club-107"
79257,"club-102"
79259,"club-106"
79261,"club-107"
79263,"club-106"
79264,"club-105"
79265,"club-106"
79267,"club-110"
79269,"club-107"
79276,"club-420"
79281,"club-132"
79285,"club-402"
79289,"club-402"
79293,"club-111"
79300,"club-133"
79312,"club-108"
79315,"club-242"
79321,"club-111"
79326,"club-111"
79327,"club-103"
79328,"club-102"
79337,"club-111"
79339,"club-103"
79349,"club-132"
79350,"club-405"
79352,"club-107"
79353,"club-107"
79354,"club-113"
79355,"club-107"
79356,"club-107"
79357,"club-113"
79360,"club-245"
79361,"club-113"
79363,"club-114"
79369,"club-107"
79371,"club-107"
79372,"club-103"
79373,"club-103"
79376,"club-114"
79378,"club-102"
79380,"club-105"
79381,"club-107"
79383,"club-113"
79385,"club-103"
79386,"club-107"
79387,"club-116"
79391,"club-107"
79393,"club-107"
79395,"club-127"
79398,"club-123"
79408,"club-106"
79409,"club-102"
79410,"club-102"
79411,"club-102"
79412,"club-102"
79415,"club-102"
79420,"club-106"
79421,"club-102"
79423,"club-124"
79424,"club-102"
79430,"club-119"
79434,"club-119"
79435,"club-102"
79439,"club-102"
79441,"club-102"
79443,"club-124"
79447,"club-124"
79459,"club-245"
79463,"club-402"
79465,"club-132"
79467,"club-402"
79489,"club-250"
79492,"club-132"
79499,"club-110"
79503,"club-110"
79506,"club-110"
79509,"club-109"
79510,"club-123"
79513,"club-106"
79514,"club-110"
79519,"club-413"
79527,"club-102"
79530,"club-106"
79534,"club-102"
79535,"club-106"
79536,"club-102"
79537,"club-114"
79538,"club-105"
79541,"club-122"
79542,"club-101"
79544,"club-105"
79545,"club-123"
79546,"club-122"
79550,"club-105"
79554,"club-106"
79556,"club-106"
79557,"club-102"
79558,"club-106"
79560,"club-106"
79561,"club-102"
79562,"club-106"
79563,"club-102"
79565,"club-102"
79567,"club-114"
79568,"club-114"
79569,"club-114"
79577,"club-121"
79584,"club-107"
79585,"club-106"
79586,"club-107"
79588,"club-105"
79590,"club-106"
79592,"club-106"
79593,"club-121"
79595,"club-107"
79597,"club-106"
79598,"club-105"
79600,"club-106"
79602,"club-106"
79603,"club-103"
79604,"club-121"
79605,"club-107"
79608,"club-115"
79609,"club-115"
79611,"club-109"
79612,"club-107"
79616,"club-107"
79619,"club-115"
79620,"club-106"
79623,"club-107"
79625,"club-109"
79626,"club-121"
79637,"club-132"
79642,"club-132"
79659,"club-109"
79660,"club-110"
79661,"club-107"
79667,"club-107"
79671,"club-110"
79673,"club-110"
79674,"club-113"
79675,"club-110"
79676,"club-103"
79678,"club-110"
79680,"club-110"
79683,"club-113"
79684,"club-106"
79685,"club-110"
79686,"club-107"
79687,"club-103"
79689,"club-110"
79690,"club-106"
79691,"club-110"
79694,"club-110"
79695,"club-103"
79703,"club-119"
79718,"club-108"
79726,"club-107"
79729,"club-107"
79732,"club-113"
79736,"club-115"
79737,"club-107"
79740,"club-113"
79741,"club-107"
79744,"club-107"
79745,"club-108"
79748,"club-109"
79752,"club-106"
79753,"club-114"
79755,"club-112"
79757,"club-112"
79758,"club-106"
79761,"club-102"
79763,"club-102"
79764,"club-105"
79765,"club-112"
79766,"club-102"
79767,"club-102"
79770,"club-106"
79773,"club-105"
79776,"club-112"
79777,"club-106"
79778,"club-105"
79779,"club-101"
79780,"club-106"
79781,"club-106"
79783,"club-114"
79786,"club-112"
79788,"club-106"
79791,"club-106"
79793,"club-105"
79795,"club-101"
79797,"club-105"
79800,"club-106"
79801,"club-101"
79802,"club-106"
79805,"club-112"
79807,"club-105"
79808,"club-102"
79809,"club-105"
79811,"club-106"
79812,"club-114"
79814,"club-106"
79833,"club-110"
79854,"club-102"
79858,"club-102"
79859,"club-131"
79861,"club-102"
79862,"club-102"
79866,"club-107"
79874,"club-131"
79875,"club-102"
79878,"club-107"
79881,"club-106"
79882,"club-102"
79883,"club-101"
79885,"club-131"
79887,"club-102"
79888,"club-131"
79889,"club-131"
79890,"club-102"
79891,"club-107"
79892,"club-113"
79896,"club-102"
79897,"club-107"
79899,"club-102"
79900,"club-131"
79901,"club-102"
79902,"club-101"
79903,"club-107"
79904,"club-107"
79910,"club-107"
79912,"club-107"
79914,"club-105"
79925,"club-123"
79930,"club-109"
79931,"club-109"
79933,"club-105"
79934,"club-103"
79938,"club-103"
79939,"club-114"
79941,"club-109"
79942,"club-105"
79943,"club-109"
79945,"club-110"
79948,"club-110"
79950,"club-105"
79951,"club-105"
79952,"club-125"
79953,"club-114"
79955,"club-114"
79956,"club-105"
79957,"club-109"
79958,"club-109"
79959,"club-125"
79960,"club-128"
79962,"club-109"
79976,"club-110"
79977,"club-105"
79979,"club-110"
79980,"club-402"
79981,"club-105"
79983,"club-123"
79984,"club-108"
79990,"club-111"
79995,"club-117"
79997,"club-105"
79999,"club-107"
80000,"club-106"
80003,"club-106"
80005,"club-105"
80006,"club-113"
80007,"club-113"
80008,"club-113"
80009,"club-102"
80012,"club-113"
80015,"club-123"
80016,"club-604"
80017,"club-106"
80018,"club-110"
80019,"club-106"
80021,"club-102"
80022,"club-113"
80026,"club-110"
80029,"club-134"
80030,"club-105"
80031,"club-107"
80033,"club-106"
80035,"club-110"
80039,"club-105"
80046,"club-105"
80049,"club-105"
80058,"club-115"
80069,"club-123"
80080,"club-115"
80081,"club-115"
80082,"club-209"
80084,"club-115"
80085,"club-105"
80086,"club-107"
80087,"club-106"
80089,"club-107"
80090,"club-107"
80091,"club-115"
80092,"club-115"
80095,"club-112"
80097,"club-112"
80098,"club-107"
80100,"club-138"
80101,"club-115"
80103,"club-103"
80104,"club-106"
80106,"club-106"
80107,"club-101"
80108,"club-105"
80111,"club-112"
80113,"club-121"
80114,"club-105"
80116,"club-105"
80117,"club-209"
80118,"club-107"
80119,"club-138"
80120,"club-138"
80122,"club-209"
80123,"club-112"
80124,"club-115"
80126,"club-105"
80127,"club-101"
80129,"club-101"
80132,"club-209"
80133,"club-103"
80135,"club-105"
80136,"club-138"
80137,"club-138"
80138,"club-115"
80140,"club-138"
80141,"club-138"
80146,"club-109"
80149,"club-138"
80150,"club-138"
80153,"club-112"
80154,"club-138"
80158,"club-112"
80159,"club-121"
80160,"club-106"
80162,"club-107"
80165,"club-121"
80166,"club-103"
80169,"club-115"
80170,"club-115"
80172,"club-101"
80176,"club-112"
80177,"club-112"
80183,"club-115"
80184,"club-103"
80186,"club-105"
80189,"club-107"
80190,"club-103"
80191,"club-138"
80193,"club-138"
80199,"club-138"
80201,"club-112"
80202,"club-138"
80203,"club-107"
80206,"club-105"
80207,"club-107"
80209,"club-107"
80212,"club-108"
80213,"club-110"
80214,"club-108"
80216,"club-123"
80218,"club-101"
80224,"club-601"
80227,"club-108"
80230,"club-106"
80233,"club-101"
80240,"club-109"
80241,"club-111"
80242,"club-403"
80244,"club-128"
80245,"club-132"
80246,"club-132"
80254,"club-101"
80256,"club-604"
80258,"club-102"
80263,"club-122"
80267,"club-102"
80270,"club-107"
80281,"club-107"
80285,"club-107"
80286,"club-102"
80287,"club-108"
80294,"club-138"
80307,"club-113"
80310,"club-105"
80312,"club-107"
80314,"club-113"
80323,"club-115"
80333,"club-245"
80344,"club-115"
80345,"club-413"
80355,"club-124"
80363,"club-132"
80376,"club-109"
80380,"club-106"
80387,"club-604"
80393,"club-106"
80395,"club-211"
80396,"club-604"
80397,"club-107"
80398,"club-105"
80399,"club-106"
80400,"club-211"
80401,"club-106"
80402,"club-106"
80404,"club-211"
80411,"club-106"
80412,"club-106"
80413,"club-105"
80418,"club-111"
80483,"club-245"
80510,"club-107"
80511,"club-111"
80516,"club-113"
80517,"club-103"
80552,"club-132"
80556,"club-101"
80558,"club-123"
80564,"club-233"
80567,"club-413"
80583,"club-111"
80603,"club-242"
80616,"club-111"
80617,"club-111"
80620,"club-126"
80623,"club-108"
80627,"club-108"
80628,"club-103"
80629,"club-118"
80630,"club-107"
80631,"club-108"
80632,"club-107"
80638,"club-121"
80639,"club-107"
80640,"club-108"
80641,"club-121"
80642,"club-118"
80643,"club-107"
80644,"club-107"
80646,"club-103"
80647,"club-110"
80650,"club-107"
80651,"club-114"
80652,"club-107"
80653,"club-114"
80654,"club-108"
80655,"club-111"
80656,"club-110"
80657,"club-118"
80659,"club-121"
80660,"club-103"
80661,"club-205"
80663,"club-205"
80668,"club-118"
80670,"club-110"
80671,"club-108"
80672,"club-111"
80673,"club-108"
80674,"club-114"
80676,"club-107"
80677,"club-103"
80678,"club-121"
80679,"club-107"
80681,"club-107"
80682,"club-107"
80683,"club-114"
80685,"club-118"
80686,"club-114"
80687,"club-118"
80688,"club-103"
80689,"club-118"
80690,"club-121"
80691,"club-114"
80692,"club-111"
80693,"club-118"
80695,"club-205"
80696,"club-107"
80698,"club-121"
80699,"club-118"
80700,"club-107"
80701,"club-121"
80704,"club-107"
80705,"club-218"
80712,"club-402"
80723,"club-126"
80726,"club-124"
80728,"club-111"
80731,"club-111"
80771,"club-233"
80792,"club-258"
80793,"club-242"
80818,"club-245"
80820,"club-111"
80828,"club-233"
80848,"club-102"
80849,"club-111"
80857,"club-115"
80861,"club-102"
80862,"club-111"
80866,"club-111"
80867,"club-123"
80869,"club-119"
80874,"club-111"
80876,"club-402"
80885,"club-107"
80898,"club-106"
80900,"club-106"
80906,"club-102"
80913,"club-105"
80916,"club-105"
80920,"club-109"
80921,"club-111"
80922,"club-106"
80923,"club-111"
80924,"club-113"
80927,"club-106"
80928,"club-113"
80933,"club-106"
80950,"club-420"
80966,"club-102"
80968,"club-107"
80970,"club-108"
80972,"club-107"
80974,"club-103"
80989,"club-103"
80990,"club-103"
80991,"club-108"
80996,"club-103"
80997,"club-108"
80998,"club-103"
81000,"club-211"
81001,"club-102"
81002,"club-211"
81007,"club-102"
81008,"club-121"
81009,"club-121"
81012,"club-113"
81016,"club-124"
81017,"club-103"
81018,"club-102"
81021,"club-103"
81022,"club-108"
81023,"club-211"
81027,"club-107"
81028,"club-108"
81029,"club-108"
81030,"club-108"
81032,"club-107"
81033,"club-112"
81034,"club-102"
81038,"club-103"
81039,"club-107"
81040,"club-107"
81041,"club-102"
81042,"club-112"
81044,"club-103"
81045,"club-112"
81048,"club-113"
81050,"club-124"
81052,"club-124"
81053,"club-124"
81054,"club-106"
81057,"club-103"
81059,"club-103"
81061,"club-102"
81062,"club-211"
81063,"club-124"
81064,"club-113"
81072,"club-112"
81073,"club-107"
81075,"club-108"
81076,"club-211"
81077,"club-103"
81080,"club-103"
81082,"club-107"
81083,"club-103"
81085,"club-103"
81086,"club-103"
81087,"club-108"
81088,"club-113"
81091,"club-112"
81096,"club-108"
81097,"club-121"
81099,"club-113"
81102,"club-112"
81103,"club-112"
81104,"club-124"
81108,"club-103"
81113,"club-103"
81116,"club-107"
81118,"club-103"
81121,"club-112"
81123,"club-211"
81124,"club-107"
81126,"club-108"
81127,"club-112"
81129,"club-112"
81131,"club-113"
81132,"club-112"
81133,"club-103"
81134,"club-107"
81136,"club-106"
81137,"club-107"
81140,"club-112"
81146,"club-211"
81147,"club-102"
81148,"club-108"
81149,"club-113"
81150,"club-124"
81153,"club-121"
81154,"club-121"
81156,"club-108"
81157,"club-102"
81162,"club-103"
81163,"club-124"
81164,"club-103"
81165,"club-103"
81167,"club-103"
81168,"club-102"
81170,"club-121"
81172,"club-108"
81173,"club-211"
81175,"club-211"
81176,"club-103"
81179,"club-102"
81180,"club-108"
81182,"club-103"
81184,"club-106"
81185,"club-103"
81186,"club-211"
81187,"club-211"
81188,"club-107"
81192,"club-111"
81218,"club-413"
81225,"club-111"
81228,"club-202"
81232,"club-403"
81249,"club-135"
81281,"club-133"
81283,"club-125"
81292,"club-417"
81313,"club-113"
81332,"club-119"
81338,"club-123"
81350,"club-413"
81356,"club-115"
81376,"club-420"
81406,"club-115"
81418,"club-111"
81428,"club-413"
81429,"club-115"
81450,"club-245"
81459,"club-245"
81492,"club-111"
81509,"club-111"
81514,"club-420"
81521,"club-402"
81540,"club-111"
81546,"club-242"
81554,"club-111"
81561,"club-221"
81570,"club-604"
81587,"club-111"
81592,"club-267"
81605,"club-221"
81619,"club-124"
81633,"club-111"
81678,"club-410"
81683,"club-123"
81697,"club-109"
81707,"club-132"
81733,"club-132"
81748,"club-111"
81758,"club-403"
81764,"club-218"
81765,"club-111"
81769,"club-403"
81794,"club-601"
81813,"club-103"
81815,"club-103"
81816,"club-131"
81817,"club-116"
81819,"club-131"
81822,"club-131"
81824,"club-107"
81825,"club-131"
81827,"club-108"
81831,"club-111"
81832,"club-131"
81835,"club-107"
81836,"club-108"
81837,"club-105"
81838,"club-116"
81840,"club-108"
81842,"club-105"
81843,"club-105"
81844,"club-103"
81847,"club-108"
81850,"club-108"
81852,"club-103"
81856,"club-107"
81861,"club-105"
81863,"club-131"
81865,"club-111"
81868,"club-103"
81870,"club-107"
81872,"club-108"
81874,"club-111"
81876,"club-108"
81880,"club-107"
81883,"club-131"
81884,"club-110"
81886,"club-107"
81887,"club-111"
81890,"club-108"
81891,"club-106"
81919,"club-128"
81951,"club-106"
81955,"club-242"
81959,"club-242"
81960,"club-242"
81965,"club-242"
81971,"club-107"
81975,"club-106"
81976,"club-110"
81977,"club-106"
81979,"club-102"
81980,"club-102"
81983,"club-106"
81985,"club-102"
81987,"club-101"
81988,"club-106"
81989,"club-107"
81995,"club-102"
81997,"club-106"
81998,"club-106"
81999,"club-110"
82000,"club-102"
82004,"club-117"
82005,"club-102"
82012,"club-106"
82015,"club-106"
82016,"club-117"
82018,"club-110"
82020,"club-106"
82021,"club-106"
82022,"club-102"
82023,"club-106"
82024,"club-102"
82026,"club-106"
82028,"club-110"
82029,"club-110"
82035,"club-102"
82050,"club-245"
82064,"club-123"
82079,"club-132"
82082,"club-242"
82083,"club-604"
82088,"club-110"
82089,"club-105"
82091,"club-109"
82093,"club-103"
82097,"club-132"
82100,"club-105"
82101,"club-132"
82110,"club-132"
82112,"club-111"
82113,"club-108"
82117,"club-108"
82119,"club-101"
82124,"club-101"
82126,"club-108"
82134,"club-133"
82173,"club-267"
82174,"club-133"
82176,"club-402"
82182,"club-122"
82186,"club-108"
82187,"club-119"
82190,"club-108"
82197,"club-109"
82200,"club-123"
82201,"club-108"
82237,"club-125"
82242,"club-133"
82243,"club-111"
82250,"club-102"
82259,"club-125"
82295,"club-254"
82297,"club-123"
82349,"club-242"
82357,"club-101"
82373,"club-134"
82375,"club-202"
82381,"club-102"
82384,"club-119"
82386,"club-133"
82389,"club-101"
82390,"club-105"
82412,"club-115"
82426,"club-111"
82448,"club-123"
82451,"club-202"
82456,"club-218"
82460,"club-402"
82479,"club-133"
82493,"club-108"
82495,"club-102"
82496,"club-105"
82499,"club-108"
82500,"club-105"
82506,"club-108"
82509,"club-101"
82512,"club-101"
82514,"club-101"
82527,"club-243"
82542,"club-205"
82543,"club-242"
82547,"club-125"
82550,"club-133"
82555,"club-136"
82562,"club-126"
82567,"club-133"
82589,"club-125"
82592,"club-117"
82618,"club-103"
82622,"club-604"
82623,"club-109"
82624,"club-103"
82625,"club-103"
82627,"club-103"
82636,"club-133"
82638,"club-133"
82645,"club-102"
82647,"club-113"
82648,"club-107"
82650,"club-102"
82651,"club-102"
82652,"club-103"
82653,"club-102"
82655,"club-107"
82660,"club-107"
82661,"club-101"
82662,"club-107"
82664,"club-108"
82667,"club-107"
82669,"club-107"
82670,"club-103"
82672,"club-113"
82673,"club-103"
82675,"club-102"
82676,"club-136"
82681,"club-101"
82686,"club-103"
82688,"club-101"
82690,"club-107"
82692,"club-107"
82693,"club-113"
82694,"club-107"
82696,"club-105"
82699,"club-108"
82701,"club-107"
82703,"club-107"
82704,"club-108"
82705,"club-105"
82706,"club-107"
82707,"club-107"
82710,"club-105"
82714,"club-102"
82719,"club-103"
82720,"club-107"
82722,"club-107"
82723,"club-101"
82726,"club-107"
82729,"club-105"
82731,"club-108"
82732,"club-102"
82755,"club-221"
82846,"club-242"
82852,"club-133"
82865,"club-404"
82875,"club-101"
82876,"club-101"
82910,"club-103"
82934,"club-107"
82935,"club-126"
82937,"club-124"
82939,"club-119"
82940,"club-119"
82945,"club-115"
82946,"club-107"
82948,"club-119"
82949,"club-107"
82950,"club-107"
82953,"club-126"
82955,"club-119"
82957,"club-119"
82958,"club-124"
82960,"club-115"
82964,"club-126"
82965,"club-119"
82966,"club-119"
83002,"club-126"
83004,"club-125"
83011,"club-105"
83013,"club-132"
83014,"club-105"
83015,"club-105"
83020,"club-117"
83022,"club-108"
83023,"club-105"
83025,"club-221"
83034,"club-221"
83036,"club-111"
83047,"club-402"
83048,"club-402"
83053,"club-109"
83055,"club-101"
83058,"club-113"
83059,"club-113"
83062,"club-132"
83063,"club-113"
83073,"club-102"
83079,"club-105"
83082,"club-115"
83084,"club-105"
83087,"club-115"
83092,"club-106"
83095,"club-102"
83097,"club-107"
83098,"club-102"
83101,"club-108"
83105,"club-123"
83109,"club-101"
83115,"club-106"
83116,"club-123"
83117,"club-103"
83120,"club-132"
83123,"club-106"
83129,"club-103"
83131,"club-103"
83134,"club-109"
83135,"club-105"
83136,"club-106"
83139,"club-136"
83140,"club-102"
83142,"club-108"
83147,"club-108"
83156,"club-103"
83157,"club-105"
83158,"club-109"
83160,"club-103"
83161,"club-102"
83163,"club-102"
83169,"club-103"
83170,"club-107"
83171,"club-108"
83172,"club-105"
83173,"club-102"
83175,"club-102"
83179,"club-107"
83183,"club-136"
83185,"club-106"
83193,"club-242"
83194,"club-103"
