"Uid","WORK_CONDITION","TERMS_OF_EMP","working_hours","JOB_DEP","Eco_sect","Employer_category","job_category","Job_desc","EMOLUMENT","employee_count"
94302,"P","CDI",1163,"75","PZ","ct_9","O","342c",16713,"tr_4"
94303,"C","CDI",1571,"92","QA","ct_9","O","526e",15291,"tr_1"
94306,"P","CDI",1032,"93","QB","ct_9","O","525d",11056,"tr_4"
94307,"C","CDI",1814,"75","QB","ct_9","O","525d",21840,"tr_3"
94309,"C","CDI",1820,"75","GZ","ct_9","O","465a",27924,"tr_5"
94312,"C","CDI",1605,"93","QB","ct_8","O","434d",19495,"tr_3"
94315,"C","CDI",1431,"93","FZ","ct_9","O","634b",12767,"tr_1"
94322,"C","AUT",1424,"75","MA","ct_9","X","543g",13168,"tr_0"
94323,"C","CDI",1153,"93","NZ","ct_9","O","543g",10333,"tr_6"
94324,"C","CDI",278,"91","NZ","ct_9","O","684a",2186,"tr_6"
94330,"P","CDI",1283,"75","QB","ct_9","O","525d",12822,"tr_4"
94335,"C","CDI",1820,"92","LZ","ct_9","O","564a",25036,"tr_6"
94342,"C","CDI",1491,"93","FZ","ct_9","O","462c",19198,"tr_3"
94347,"C","CDI",1372,"93","GZ","ct_9","O","388b",23526,"tr_5"
94348,"C","CDI",1820,"93","FZ","ct_9","O","472c",24479,"tr_5"
94351,"C","CDI",1631,"93","FZ","ct_9","O","632k",22430,"tr_3"
94353,"C","CDI",1330,"93","HZ","ct_9","O","333c",21043,"tr_3"
94362,"C","CDI",1763,"75","CI","ct_9","O","388a",31195,"tr_5"
94363,"C","CDI",1820,"75","QB","ct_4","O","464b",20933,"tr_5"
94365,"C","CDI",1847,"93","NZ","ct_9","O","544a",21206,"tr_5"
94373,"C","CDI",1438,"93","GZ","ct_9","O","653a",22941,"tr_4"
94389,"C","CDI",770,"75","CA","ct_9","O","674c",6100,"tr_1"
94394,"C","CDI",1794,"93","HZ","ct_9","O","461f",25768,"tr_6"
94395,"N","CDI",1542,"93","QB","ct_7","O","563b",12552,"tr_1"
94399,"C","CDI",1820,"93","QB","ct_8","O","434f",17177,"tr_5"
94401,"P","CDI",1551,"93","QB","ct_8","O","422c",18010,"tr_1"
94404,"C","CDI",2132,"92","NZ","ct_9","O","466b",36570,"tr_4"
94406,"C","CDI",1820,"93","QB","ct_8","O","432d",25438,"tr_4"
94410,"C","CDI",1820,"92","FZ","ct_9","O","481b",37172,"tr_5"
94414,"C","CDI",1885,"94","MA","ct_9","O","344d",65836,"tr_6"
94417,"C","CDI",1838,"95","JC","ct_9","O","478c",16357,"tr_1"
94418,"C","CDI",1820,"93","PZ","ct_1","O","333e",76889,"tr_6"
94423,"C","CDI",632,"75","CA","ct_9","O","377a",12284,"tr_2"
94428,"C","CDI",2486,"75","JC","ct_9","O","388c",68451,"tr_1"
94429,"C","TTP",211,"75","NZ","ct_9","O","684a",3554,"tr_1"
94431,"C","CDI",2200,"75","QA","ct_9","O","526e",23071,"tr_2"
94433,"C","CDI",1560,"93","SZ","ct_9","O","685a",13835,"tr_3"
94439,"C","CDI",1939,"93","GZ","ct_9","O","551a",13815,"tr_6"
94441,"C","CDI",1955,"60","HZ","ct_9","O","478c",50260,"tr_6"
94458,"C","CDI",1820,"75","NZ","ct_9","O","684a",21759,"tr_6"
94463,"C","CDI",1757,"93","NZ","ct_9","O","387f",54939,"tr_5"
94468,"C","AUT",1825,"93","OZ","ct_2","O","524c",21236,"tr_6"
94471,"P","CDD",1507,"93","OZ","ct_1","O","422e",13988,"tr_6"
94500,"C","CDI",676,"75","GZ","ct_9","O","462b",9892,"tr_1"
94503,"C","TTP",1765,"69","NZ","ct_9","O","676c",18101,"tr_0"
94506,"P","CDI",1008,"75","PZ","ct_8","O","525b",10201,"tr_3"
94511,"C","CDI",1716,"75","PZ","ct_9","O","374d",49074,"tr_1"
94514,"P","CDI",296,"76","NZ","ct_9","O","534a",3535,"tr_1"
94515,"C","CDI",851,"92","QB","ct_3","O","525d",10980,"tr_6"
94517,"P","CDI",1505,"75","GZ","ct_9","O","551a",15034,"tr_2"
94521,"C","CDI",1556,"75","JA","ct_9","O","543b",23085,"tr_1"
94522,"C","CDI",1023,"95","RZ","ct_9","O","634d",17932,"tr_6"
94524,"C","CDI",2016,"75","MA","ct_9","O","554a",24141,"tr_1"
94530,"P","CDI",1123,"75","SZ","ct_8","O","543g",13523,"tr_1"
94534,"C","CDI",898,"75","IZ","ct_9","O","561b",12191,"tr_5"
94536,"C","CDI",704,"75","GZ","ct_9","O","554e",8467,"tr_2"
94537,"C","AUT",1212,"75","GZ","ct_9","X","462b",8828,"tr_3"
94538,"C","CDI",1780,"93","KZ","ct_9","O","467a",54905,"tr_2"
94539,"C","CDI",1820,"75","QB","ct_8","O","311d",21697,"tr_6"
94540,"C","CDI",1691,"92","MC","ct_9","O","463d",28280,"tr_5"
94546,"C","CDI",1820,"77","QB","ct_8","O","434a",17016,"tr_3"
94548,"C","CDI",1287,"77","HZ","ct_9","O","477a",23612,"tr_5"
94552,"C","CDI",1504,"93","HZ","ct_9","O","451a",14409,"tr_3"
94558,"C","CDI",1547,"91","FZ","ct_9","O","633a",22301,"tr_5"
94564,"C","CDI",1099,"75","HZ","ct_9","O","643a",9756,"tr_2"
94574,"C","CDI",1305,"93","PZ","ct_6","O","423a",11156,"tr_1"
94575,"C","CDI",1691,"92","JC","ct_9","O","388c",28608,"tr_5"
94576,"C","CDI",1820,"91","EZ","ct_9","O","684b",15307,"tr_5"
94584,"C","CDI",2016,"75","JC","ct_9","O","374d",75408,"tr_2"
94587,"N","CDI",1157,"75","TZ","ct_7","O","563c",10037,"tr_1"
94593,"C","CDI",604,"44","GZ","ct_9","O","463c",6074,"tr_2"
94599,"P","CDI",1535,"94","PZ","ct_8","O","422c",15238,"tr_4"
94600,"P","AUT",2313,"93","QA","ct_3","O","344a",61112,"tr_6"
94601,"C","CDI",1752,"75","JA","ct_9","O","543f",26310,"tr_5"
94604,"C","CDI",1062,"75","IZ","ct_9","O","377a",24440,"tr_1"
94610,"C","CDI",1820,"75","KZ","ct_9","O","372a",44111,"tr_6"
94611,"C","CDI",1820,"75","QA","ct_8","O","434d",28382,"tr_3"
94621,"C","CDI",1656,"94","HZ","ct_9","O","546e",27039,"tr_4"
94628,"C","CDI",485,"75","SZ","ct_9","O","562b",6574,"tr_1"
94630,"C","CDI",2200,"45","QA","ct_9","O","526e",24437,"tr_1"
94633,"C","CDI",955,"93","HZ","ct_9","O","521a",8513,"tr_6"
94635,"C","CDI",650,"93","IZ","ct_9","O","561c",5667,"tr_1"
94648,"C","CDI",1901,"75","MA","ct_9","O","472b",22362,"tr_4"
94650,"P","CDI",759,"77","GZ","ct_9","O","634a",4358,"tr_0"
94656,"C","CDI",1674,"75","IZ","ct_9","O","488a",23207,"tr_1"
94657,"N","CDI",2206,"75","QB","ct_7","O","563b",29196,"tr_1"
94659,"C","CDI",910,"93","FZ","ct_9","O","684a",7201,"tr_1"
94662,"C","CDD",2271,"75","JA","ct_9","O","352a",27002,"tr_0"
94664,"C","CDI",502,"75","SZ","ct_9","O","543b",4977,"tr_0"
94666,"P","CDI",1094,"93","MA","ct_9","O","643a",9241,"tr_1"
94667,"C","CDI",1929,"75","GZ","ct_9","O","433c",32373,"tr_2"
94671,"C","CDI",1820,"92","MB","ct_9","O","342f",82098,"tr_6"
94672,"C","AUT",1820,"75","QA","ct_3","O","526a",25559,"tr_6"
94673,"P","CDI",695,"45","NZ","ct_9","O","684a",7528,"tr_6"
94681,"C","CDI",1820,"93","OZ","ct_2","O","343a",33389,"tr_6"
94685,"C","CDI",1894,"75","GZ","ct_9","O","653a",39709,"tr_4"
94689,"C","TTP",596,"94","NZ","ct_9","O","643a",7677,"tr_1"
94707,"C","CDI",1314,"93","FZ","ct_9","O","621b",21282,"tr_2"
94709,"C","CDI",1820,"92","JC","ct_9","O","388c",59878,"tr_6"
94711,"C","CDI",1648,"92","MA","ct_9","O","463c",29047,"tr_6"
94712,"C","CDI",1861,"95","HZ","ct_9","O","466c",32933,"tr_4"
94715,"C","CDI",1820,"75","QA","ct_3","O","451h",25772,"tr_6"
94724,"C","CDI",1764,"75","HZ","ct_9","O","461d",27210,"tr_6"
94732,"C","CDI",1773,"94","LZ","ct_9","O","461f",24404,"tr_5"
94741,"C","CDI",2043,"75","IZ","ct_9","O","461f",31288,"tr_5"
94759,"C","CDI",1424,"35","CM","ct_9","O","477b",30703,"tr_3"
94763,"P","CDI",1419,"94","NZ","ct_9","O","684a",14387,"tr_5"
94769,"P","CDI",288,"92","FZ","ct_9","O","681a",2361,"tr_1"
94773,"P","CDI",541,"93","QA","ct_9","O","431f",12854,"tr_1"
94777,"C","CDI",1830,"92","QB","ct_8","X","526d",16919,"tr_3"
94785,"C","CDI",588,"92","QA","ct_8","O","525d",8510,"tr_5"
94787,"C","CDI",1447,"75","GZ","ct_9","O","554f",17255,"tr_2"
94793,"C","CDI",1813,"94","IZ","ct_9","O","561c",19996,"tr_3"
94796,"C","CDI",502,"75","SZ","ct_9","O","543b",4142,"tr_0"
94804,"C","CDI",1820,"92","MB","ct_9","O","373b",31120,"tr_6"
94807,"P","CDI",781,"93","QB","ct_8","O","525d",9977,"tr_3"
94808,"C","CDI",1778,"75","KZ","ct_9","O","372b",49082,"tr_6"
94813,"C","CDI",308,"93","OZ","ct_4","O","376f",5821,"tr_0"
94814,"P","CDD",1092,"92","NZ","ct_9","O","684a",8610,"tr_5"
94819,"P","CDI",1388,"93","HZ","ct_9","O","641a",10408,"tr_2"
94821,"P","CDI",1820,"93","QA","ct_8","X","526b",25684,"tr_5"
94823,"C","CDI",1102,"75","SZ","ct_8","O","526c",11143,"tr_3"
94827,"C","AUT",1829,"93","PZ","ct_1","O","341a",38174,"tr_5"
94832,"N","CDI",3000,"93","QB","ct_7","O","563a",12340,"tr_1"
94847,"C","CDI",2002,"91","JC","ct_9","O","388c",38733,"tr_5"
94850,"C","CDI",1468,"93","LZ","ct_9","O","543f",22938,"tr_1"
94852,"C","CDI",1291,"93","FZ","ct_9","O","632d",10536,"tr_1"
94853,"C","CDI",1771,"75","JB","ct_9","O","388e",44664,"tr_6"
94856,"C","CDI",1751,"75","IZ","ct_9","O","488b",26450,"tr_1"
94862,"C","CDI",590,"93","GZ","ct_9","O","543f",7612,"tr_1"
94864,"C","AUT",1820,"93","OZ","ct_1","O","531a",39655,"tr_6"
94868,"P","CDD",544,"93","NZ","ct_8","O","681b",5296,"tr_3"
94874,"P","CDI",965,"93","QB","ct_8","O","632k",8777,"tr_4"
94882,"C","CDD",636,"94","NZ","ct_9","O","684a",4527,"tr_6"
94886,"C","CDI",1821,"93","QB","ct_9","O","431f",26218,"tr_3"
94888,"C","CDI",1593,"77","LZ","ct_9","O","463e",25138,"tr_1"
94894,"C","CDI",1820,"92","KZ","ct_9","O","388c",58005,"tr_6"
94896,"C","CDI",1476,"93","HZ","ct_9","O","676c",12154,"tr_6"
94902,"C","CDI",2044,"94","NZ","ct_9","O","462e",32316,"tr_5"
94907,"C","CDI",1767,"93","GZ","ct_9","O","543f",26433,"tr_3"
94908,"C","CDI",1512,"77","CA","ct_9","O","676e",11096,"tr_4"
94910,"C","CDI",1764,"92","JC","ct_9","O","478c",21654,"tr_6"
94912,"C","CDD",1539,"75","NZ","ct_9","O","555a",14745,"tr_3"
94913,"C","CDI",1853,"93","GZ","ct_9","O","553c",27162,"tr_6"
94916,"C","AUT",1820,"93","PZ","ct_1","O","341a",30944,"tr_4"
94917,"C","CDI",1644,"93","FZ","ct_9","O","542a",25122,"tr_2"
94919,"C","CDI",1758,"75","NZ","ct_9","O","684a",17347,"tr_6"
94929,"C","CDI",391,"93","HZ","ct_9","O","643a",8879,"tr_6"
94942,"C","CDI",1652,"93","FZ","ct_9","O","542a",29479,"tr_2"
94954,"C","CDI",1707,"92","NZ","ct_9","O","534a",15873,"tr_5"
94966,"C","CDI",1806,"93","GZ","ct_9","O","543f",21725,"tr_6"
94972,"C","CDI",1306,"93","NZ","ct_9","O","477b",19183,"tr_3"
94982,"C","CDI",1820,"93","OZ","ct_1","O","523b",45599,"tr_6"
94988,"C","CDD",1820,"93","OZ","ct_2","O","525b",21369,"tr_6"
94989,"C","CDI",1286,"75","MC","ct_9","O","627e",15069,"tr_1"
94994,"C","CDI",1198,"92","CE","ct_9","O","461d",34579,"tr_4"
94997,"C","CDI",1820,"75","OZ","ct_1","O","423a",62088,"tr_6"
94998,"C","CDI",1848,"92","NZ","ct_9","O","631a",22433,"tr_2"
94999,"C","APP",1752,"92","KZ","ct_9","A","467c",11901,"tr_5"
95002,"C","CDI",879,"75","IZ","ct_9","O","468a",15133,"tr_2"
95007,"N","CDI",3000,"93","QB","ct_7","O","563a",29472,"tr_1"
95008,"C","CDI",1697,"94","FZ","ct_9","O","681b",20988,"tr_3"
95010,"C","CDI",1763,"93","MA","ct_9","O","373c",33827,"tr_5"
95013,"C","CDI",1865,"94","CC","ct_9","O","675c",24578,"tr_1"
95019,"C","CDI",1625,"75","QA","ct_8","O","434d",22589,"tr_3"
95029,"C","CDI",910,"95","EZ","ct_9","O","628e",13695,"tr_5"
95033,"P","CDI",294,"75","IZ","ct_9","O","525d",5129,"tr_4"
95037,"C","CDI",899,"75","HZ","ct_9","O","643a",7814,"tr_0"
95040,"C","CDI",2200,"93","QA","ct_9","O","526a",26556,"tr_6"
95043,"C","CDI",1518,"78","FZ","ct_9","O","477b",17416,"tr_3"
95049,"C","CDI",700,"93","RZ","ct_8","O","424a",12693,"tr_3"
95051,"C","CDI",1865,"92","HZ","ct_9","O","451a",27567,"tr_5"
95056,"P","CDI",2049,"93","NZ","ct_9","O","684a",19876,"tr_1"
95069,"C","CDI",1603,"75","QB","ct_8","O","461f",22456,"tr_6"
95070,"C","CDI",1493,"93","IZ","ct_9","O","554h",19490,"tr_2"
95071,"C","CDI",1743,"93","SZ","ct_9","O","564b",20422,"tr_1"
95084,"C","CDI",1834,"92","CE","ct_9","O","462c",47716,"tr_6"
95087,"C","CDI",2012,"75","MA","ct_9","O","462e",41207,"tr_0"
95091,"P","AUT",987,"93","NZ","ct_8","X","684a",9146,"tr_3"
95095,"C","CDI",2129,"92","NZ","ct_9","O","534a",21216,"tr_5"
95102,"C","CDI",1813,"93","GZ","ct_9","O","636a",11514,"tr_1"
95111,"C","CDI",1956,"75","HZ","ct_9","O","643a",18442,"tr_6"
95115,"C","CDI",1952,"75","GZ","ct_9","O","551a",21464,"tr_5"
95119,"C","CDI",1694,"93","KZ","ct_9","O","542a",15236,"tr_0"
95121,"P","CDD",257,"93","OZ","ct_2","O","435b",5917,"tr_6"
95122,"C","CDI",1243,"17","MA","ct_9","O","561d",15226,"tr_0"
95126,"C","CDI",2260,"93","PZ","ct_8","O","422c",27685,"tr_5"
95127,"C","CDI",1415,"93","CA","ct_9","O","674c",10842,"tr_5"
95128,"C","CDI",2429,"75","IZ","ct_9","O","561c",14920,"tr_1"
95130,"C","CDI",1075,"77","HZ","ct_9","O","676d",14538,"tr_5"
95135,"C","CDI",1820,"94","PZ","ct_8","O","421b",23030,"tr_4"
95138,"C","CDI",1715,"75","QA","ct_9","O","542a",19518,"tr_5"
95139,"C","CDI",1820,"75","JA","ct_9","O","373b",51268,"tr_6"
95140,"C","CDI",959,"93","QA","ct_9","O","431f",18531,"tr_1"
95141,"C","CDI",1722,"75","KZ","ct_9","O","372b",51520,"tr_6"
95143,"C","CDI",1857,"92","HZ","ct_9","O","462b",31884,"tr_3"
95144,"P","CDI",468,"78","FZ","ct_9","O","681b",3969,"tr_1"
95146,"C","CDI",455,"94","FZ","ct_9","O","681b",3563,"tr_1"
95150,"C","CDI",647,"75","GZ","ct_9","O","556a",7441,"tr_1"
95154,"C","CDI",1156,"93","HZ","ct_9","O","676c",12423,"tr_6"
95156,"C","CDI",1820,"13","NZ","ct_9","O","478a",42819,"tr_6"
95157,"C","CDI",1791,"92","JA","ct_9","O","374b",28976,"tr_6"
95160,"C","CDI",1391,"93","IZ","ct_9","O","561d",10851,"tr_1"
95165,"C","CDI",873,"78","NZ","ct_9","O","478d",8451,"tr_1"
95170,"C","CDI",1302,"75","NZ","ct_9","O","684a",10867,"tr_3"
95183,"C","AUT",1835,"93","QA","ct_3","O","526a",24629,"tr_6"
95190,"C","CDI",1407,"93","FZ","ct_9","O","632a",15222,"tr_2"
95191,"C","CDI",1778,"92","KZ","ct_9","O","376d",36796,"tr_6"
95192,"C","CDI",1820,"75","NZ","ct_9","O","373d",37256,"tr_2"
95196,"C","CDI",1677,"92","HZ","ct_9","O","543b",22632,"tr_4"
95222,"C","CDI",1820,"75","MA","ct_9","O","372b",31696,"tr_3"
95226,"C","AUT",1827,"75","QA","ct_3","O","431f",28966,"tr_6"
95231,"C","CDI",1817,"94","KZ","ct_9","O","388c",40116,"tr_5"
95234,"C","CDI",1640,"95","QB","ct_9","O","525d",15310,"tr_4"
95236,"C","CDI",910,"75","IZ","ct_9","O","561d",9732,"tr_1"
95237,"N","CDD",1183,"78","JA","ct_9","O","353c",50659,"tr_1"
95243,"C","CDI",675,"93","FZ","ct_9","O","542a",6261,"tr_2"
95248,"C","APP",1520,"92","KZ","ct_9","A","467a",14357,"tr_6"
95249,"C","CDI",1736,"75","HZ","ct_9","O","546b",22461,"tr_6"
95253,"C","CDI",1707,"78","CL","ct_9","O","474b",29655,"tr_6"
95257,"C","CDI",136,"93","FZ","ct_9","O","681a",1199,"tr_1"
95267,"C","CDI",2200,"45","HZ","ct_9","O","641a",23161,"tr_4"
95270,"C","CDI",2391,"93","QB","ct_9","O","525d",27678,"tr_4"
95273,"C","CDI",1403,"75","IZ","ct_9","O","462b",10714,"tr_1"
95278,"C","CDI",463,"92","QB","ct_9","O","526d",4555,"tr_3"
95282,"C","CDI",1644,"75","SZ","ct_8","O","423b",39007,"tr_3"
95284,"P","CDI",624,"93","SZ","ct_8","O","435b",7753,"tr_1"
95288,"C","CDI",1774,"75","SZ","ct_8","O","434b",29210,"tr_2"
95289,"C","AUT",1820,"95","PZ","ct_2","O","421b",29757,"tr_3"
95290,"C","CDI",1820,"94","JC","ct_9","O","478a",34142,"tr_3"
95295,"N","CDD",268,"92","RZ","ct_8","O","424a",2000,"tr_2"
95303,"C","CDI",1820,"75","QB","ct_8","O","525d",22726,"tr_4"
95304,"C","CDI",1429,"75","GZ","ct_9","O","554f",14433,"tr_2"
95326,"C","CDI",1827,"75","CC","ct_9","O","385c",73390,"tr_3"
95327,"C","CDI",1819,"92","NZ","ct_9","O","479b",20498,"tr_2"
95328,"C","CDI",1495,"93","MA","ct_9","O","472a",35005,"tr_3"
95331,"C","CDI",1820,"92","KZ","ct_9","O","384a",26214,"tr_6"
95335,"C","CDI",700,"75","IZ","ct_9","O","636d",6714,"tr_2"
95339,"P","CDI",910,"93","JC","ct_9","O","478d",9835,"tr_1"
95342,"C","CDI",1805,"75","KZ","ct_8","O","373b",35874,"tr_5"
95347,"P","CDI",526,"75","IZ","ct_9","O","543f",7463,"tr_6"
95351,"C","CDI",2184,"93","GZ","ct_9","O","462a",42098,"tr_3"
95353,"C","CDI",647,"93","NZ","ct_9","O","534a",4786,"tr_2"
95359,"C","CDI",1552,"93","GZ","ct_9","O","477c",14003,"tr_1"
95363,"P","CDI",1891,"94","MA","ct_8","O","434a",26481,"tr_2"
95364,"C","CDI",2044,"57","OZ","ct_8","O","376f",56492,"tr_6"
95367,"C","CDI",1687,"78","CI","ct_9","O","474c",35133,"tr_6"
95371,"C","CDI",1820,"92","RZ","ct_9","O","373b",72857,"tr_6"
95372,"C","APP",1783,"75","GZ","ct_9","A","554a",8092,"tr_1"
95375,"C","CDI",1820,"93","QA","ct_9","O","525d",21962,"tr_5"
95376,"C","CDI",1769,"93","HZ","ct_9","O","643a",14438,"tr_1"
95379,"C","CDI",2003,"75","KZ","ct_9","O","467a",29527,"tr_4"
95381,"C","CDI",929,"75","GZ","ct_9","O","635a",8180,"tr_1"
95383,"C","CDI",1820,"75","PZ","ct_8","O","341a",26534,"tr_4"
95384,"C","CDI",1860,"95","HZ","ct_9","O","451a",19935,"tr_6"
95391,"C","CDI",1524,"75","GZ","ct_9","O","462b",19104,"tr_3"
95395,"C","TOA",1820,"95","PZ","ct_1","O","333e",22824,"tr_6"
95396,"C","CDI",1714,"93","HZ","ct_9","O","477a",18004,"tr_1"
95397,"C","CDI",2105,"94","HZ","ct_5","O","423b",39579,"tr_6"
95411,"C","CDI",276,"91","HZ","ct_9","O","641a",2530,"tr_3"
95413,"C","CDI",485,"75","SZ","ct_9","O","562b",6910,"tr_1"
95420,"C","CDI",1121,"77","NZ","ct_9","O","676a",10570,"tr_6"
95424,"C","CDI",1820,"75","JC","ct_9","O","388a",37677,"tr_5"
95426,"C","CDI",1820,"93","NZ","ct_9","O","534a",19947,"tr_6"
95435,"C","CDI",1880,"93","JC","ct_9","O","388c",40423,"tr_6"
95436,"C","CDI",1713,"77","SZ","ct_9","O","635a",12679,"tr_1"
95437,"C","CDI",1618,"93","SZ","ct_9","O","478c",18733,"tr_3"
95442,"C","CDI",1739,"77","FZ","ct_9","O","676e",16904,"tr_3"
95443,"C","CDI",873,"93","CB","ct_9","O","675a",6990,"tr_1"
95444,"C","CDI",1736,"92","GZ","ct_9","O","372d",32227,"tr_4"
95445,"C","CDI",1820,"93","QB","ct_8","O","434a",46403,"tr_5"
95453,"C","CDD",1327,"94","QB","ct_9","O","563b",10349,"tr_4"
95460,"C","CDI",1819,"93","QB","ct_8","O","373d",46348,"tr_4"
95466,"N","AUT",189,"75","NZ","ct_9","O","354f",53371,"tr_4"
95469,"C","CDI",1677,"75","SZ","ct_9","O","562b",18701,"tr_1"
95473,"N","CDI",604,"92","TZ","ct_7","O","563c",7269,"tr_1"
95475,"C","CDI",1833,"75","GZ","ct_9","O","554e",31205,"tr_3"
95477,"P","CDI",669,"75","IZ","ct_9","O","561b",3098,"tr_1"
95485,"C","CDI",1464,"93","QA","ct_9","O","525d",14831,"tr_4"
95486,"C","CDI",1518,"93","GZ","ct_9","O","463e",32325,"tr_4"
95492,"C","CDI",2091,"93","NZ","ct_9","O","534a",20221,"tr_6"
95493,"C","CDI",1538,"78","NZ","ct_9","O","684a",13294,"tr_6"
95496,"C","CDI",1541,"75","QB","ct_8","O","526c",15354,"tr_3"
95501,"C","CDI",1924,"92","KZ","ct_9","O","461e",28545,"tr_1"
95504,"C","CDI",1763,"93","MA","ct_9","O","373c",30324,"tr_5"
95506,"C","CDI",1469,"78","FZ","ct_9","O","633a",15682,"tr_2"
95508,"C","CDI",1494,"75","IZ","ct_9","O","561c",12822,"tr_1"
95510,"C","CDI",1575,"75","FZ","ct_9","O","376g",32556,"tr_5"
95521,"C","CDI",1820,"93","OZ","ct_8","O","373b",28719,"tr_5"
95534,"P","AUT",1400,"93","OZ","ct_2","O","524c",11867,"tr_6"
95535,"C","CDI",1804,"94","GZ","ct_9","O","553c",19559,"tr_4"
95542,"C","CDI",1820,"75","JB","ct_9","O","478d",28166,"tr_6"
95543,"C","CDD",624,"92","IZ","ct_9","O","561f",7384,"tr_1"
95545,"C","CDI",1821,"93","FZ","ct_9","O","478d",46003,"tr_1"
95546,"C","CDI",1676,"92","JC","ct_9","O","478c",23858,"tr_4"
95547,"C","CDI",1810,"93","GZ","ct_9","O","543h",20268,"tr_1"
95551,"C","CDI",1637,"75","IZ","ct_9","O","643a",15402,"tr_3"
95571,"C","CDI",1778,"93","MA","ct_9","O","388c",66475,"tr_6"
95572,"C","CDI",563,"75","HZ","ct_9","O","643a",5000,"tr_1"
95589,"N","CDI",2336,"93","TZ","ct_7","O","563a",18157,"tr_1"
95591,"C","CDI",1433,"92","LZ","ct_9","O","434c",22004,"tr_6"
95603,"C","CDI",338,"75","CJ","ct_9","O","476a",3762,"tr_1"
95605,"C","CDI",492,"75","GZ","ct_9","O","562b",5419,"tr_1"
95607,"P","AUT",1456,"93","OZ","ct_1","O","523b",19410,"tr_5"
95610,"C","CDD",522,"95","GZ","ct_9","O","676c",4938,"tr_1"
95638,"C","CDI",1820,"75","HZ","ct_9","O","333c",39263,"tr_3"
95639,"P","CDI",2208,"78","NZ","ct_9","O","684a",19769,"tr_1"
95646,"C","CDI",1836,"91","NZ","ct_9","O","684a",15529,"tr_6"
95648,"C","CDI",369,"93","GZ","ct_9","O","554a",4316,"tr_6"
95654,"C","CDI",1284,"75","GZ","ct_9","O","675a",11523,"tr_1"
95655,"C","CDI",864,"93","CB","ct_9","O","675a",6072,"tr_2"
95665,"C","CDI",1684,"92","MC","ct_9","O","375a",43160,"tr_4"
95668,"C","CDI",1379,"93","FZ","ct_9","O","632a",29372,"tr_1"
95671,"N","CDI",543,"93","TZ","ct_7","O","563a",4691,"tr_1"
95672,"C","CDI",1489,"95","CK","ct_9","O","681b",21148,"tr_1"
95677,"C","CDI",1782,"94","MA","ct_9","O","382a",65616,"tr_1"
95681,"C","CDI",968,"75","IZ","ct_9","O","542a",15298,"tr_1"
95682,"C","CDI",967,"75","PZ","ct_8","O","422c",18643,"tr_6"
95686,"C","CDI",455,"78","FZ","ct_9","O","472c",3810,"tr_2"
95694,"N","AUT",612,"95","HZ","ct_9","O","542a",7705,"tr_1"
95696,"C","CDI",447,"93","IZ","ct_9","O","636d",2000,"tr_3"
95697,"C","CDI",932,"75","IZ","ct_9","O","561f",9627,"tr_3"
95699,"C","CDI",819,"75","FZ","ct_9","O","477c",7080,"tr_1"
95701,"C","CDI",1820,"93","OZ","ct_8","O","524c",26890,"tr_3"
95704,"C","CDI",1552,"75","KZ","ct_9","O","467b",16007,"tr_6"
95705,"P","CDI",1463,"75","OZ","ct_1","O","461f",22638,"tr_5"
95708,"C","CDI",1821,"94","QB","ct_8","O","434d",25478,"tr_3"
95711,"C","CDI",1836,"93","GZ","ct_9","O","554a",14931,"tr_1"
95712,"C","CDI",1413,"75","SZ","ct_9","O","562b",13269,"tr_1"
95716,"C","CDI",1874,"93","QA","ct_9","O","525d",19444,"tr_6"
95720,"C","AUT",1829,"75","MC","ct_9","X","375b",14872,"tr_2"
95721,"P","CDI",994,"93","GZ","ct_9","O","552a",13933,"tr_6"
95726,"C","CDI",1473,"93","GZ","ct_9","O","488a",26047,"tr_5"
95727,"C","CDI",1233,"75","QB","ct_8","O","434d",23005,"tr_4"
95733,"N","CDD",780,"75","JA","ct_9","O","465b",15508,"tr_2"
95740,"C","CDI",1716,"95","NZ","ct_9","O","676a",17281,"tr_5"
95744,"C","CDI",1820,"75","QB","ct_9","O","431a",36726,"tr_4"
95748,"C","CDI",1617,"57","FZ","ct_9","O","481a",31400,"tr_3"
95754,"C","CDI",1035,"75","NZ","ct_9","O","374c",22056,"tr_2"
95756,"C","CDI",990,"93","QA","ct_9","O","431f",13845,"tr_5"
95762,"C","CDI",1426,"92","CM","ct_9","O","685a",14386,"tr_2"
95769,"P","CDI",1353,"93","PZ","ct_8","O","525b",12162,"tr_4"
95772,"C","CDI",1945,"93","HZ","ct_5","O","641b",22720,"tr_6"
95776,"C","AUT",1771,"75","JB","ct_9","O","463e",32833,"tr_6"
95777,"P","CDI",463,"93","NZ","ct_9","O","542a",7908,"tr_1"
95778,"C","CDI",1209,"93","GZ","ct_9","O","551a",13880,"tr_2"
95780,"N","TTP",611,"75","NZ","ct_9","O","561f",7241,"tr_0"
95782,"C","CDI",1820,"93","QB","ct_8","O","434f",20570,"tr_3"
95783,"C","CDI",1477,"95","GZ","ct_9","O","463b",19519,"tr_1"
95785,"C","CDI",1214,"93","GZ","ct_9","O","433d",15302,"tr_1"
95793,"C","CDI",1289,"93","CA","ct_9","O","561d",10647,"tr_3"
95795,"C","CDI",1892,"92","QA","ct_8","O","526b",18350,"tr_2"
