"Uid","Familty_type","Highest_diploma","insee_code","Job_42","ACT","sex","Studying","age_2020","target"
93473,"FT.4.4","EDU2","93001","csp_6_2","AT1|2","Male",FALSE,34,626.343069742332
93474,"FT.4.2","EDU2","93001","csp_8_5","AT2|4","Female",FALSE,49,336.311861262523
93475,"FT.4.2","EDU3","93001","csp_4_7","AT1|1","Male",FALSE,25,326.542594366319
93476,"FT.3.2","EDU1-4","93001","csp_5_4","AT1|2","Female",FALSE,52,395.647570252378
93477,"FT.4.3","EDU1-3","93001","csp_8_5","AT2|5","Male",FALSE,51,563.851741701812
93478,"FT.4.4","EDU1-3","93001","csp_7_5","AT2|1","Male",FALSE,67,383.077978271952
93479,"FT.4.1","EDU1-4","93001","csp_2_1","AT1|1","Male",FALSE,60,409.817780103467
93481,"FT.4.1","EDU1-7","93001","csp_3_3","AT1|1","Female",TRUE,29,272.24721686834
93487,"FT.1.1","EDU1-3","93001","csp_6_8","AT1|1","Male",FALSE,51,603.597389546391
93488,"FT.4.4","EDU2","93001","csp_7_7","AT2|1","Female",FALSE,74,350.719765113397
93489,"FT.4.4","EDU1-2","93001","csp_8_4","AT2|2","Female",TRUE,21,795.660044571407
93492,"FT.4.4","EDU1-1","93001","csp_7_7","AT2|1","Female",FALSE,81,406.146517989794
93497,"FT.4.1","EDU1-3","93001","csp_7_4","AT2|1","Male",FALSE,69,298.420225814836
93500,"FT.4.3","EDU3","93001","csp_6_8","AT1|2","Male",FALSE,39,619.66941171805
93501,"FT.4.3","EDU1-3","93001","csp_7_5","AT2|1","Female",FALSE,89,253.303028304971
93503,"FT.4.2","EDU1-3","93001","csp_4_8","AT1|1","Male",FALSE,23,266.279500024361
93504,"FT.3.2","EDU3","93001","csp_8_5","AT2|5","Female",FALSE,33,606.706402697344
93508,"FT.4.3","EDU1-1","93001","csp_6_3","AT1|1","Female",FALSE,64,385.490861169509
93510,"FT.4.3","EDU1-2","93001","csp_7_8","AT2|1","Male",FALSE,64,370.830634342638
93511,"FT.4.2","EDU1-4","93001","csp_4_6","AT1|1","Female",TRUE,18,134.485374549052
93512,"FT.1.2","EDU2","93001","csp_7_7","AT2|1","Female",FALSE,78,307.024597313616
93517,"FT.2.0","EDU1-4","93001","csp_6_7","AT1|2","Female",TRUE,24,498.81675311363
93518,"FT.1.2","EDU1","93001","csp_7_8","AT2|1","Female",FALSE,67,377.401967244821
93519,"FT.3.2","EDU1-5","93001","csp_6_5","AT1|1","Female",TRUE,25,419.5579203189
93521,"FT.1.1","EDU1-6","93001","csp_4_7","AT1|1","Male",FALSE,41,431.104267198976
93522,"FT.2.0","EDU1-3","93001","csp_7_7","AT2|1","Female",FALSE,62,367.29916898397
93528,"FT.4.1","EDU3","93001","csp_6_8","AT1|1","Female",FALSE,43,435.245602117027
93529,"FT.1.1","EDU1-6","93001","csp_4_7","AT1|1","Male",FALSE,35,265.904454066819
93530,"FT.4.1","EDU1-3","93001","csp_5_5","AT1|1","Male",FALSE,50,140.686019203923
93532,"FT.3.2","EDU1-4","93001","csp_4_6","AT1|1","Female",FALSE,39,385.055838514074
93533,"FT.4.1","EDU1-4","93001","csp_8_5","AT2|5","Male",FALSE,23,622.543247416062
93534,"FT.1.2","EDU2","93001","csp_6_7","AT1|1","Female",FALSE,68,424.99770530037
93536,"FT.1.2","EDU1-7","93001","csp_3_4","AT1|1","Female",FALSE,58,328.897322807895
93543,"FT.4.1","EDU1-6","93001","csp_3_7","AT1|1","Male",FALSE,40,318.715103758707
93544,"FT.4.1","EDU2","93001","csp_7_7","AT2|1","Male",FALSE,67,275.709420269561
93545,"FT.4.1","EDU3","93001","csp_4_8","AT1|1","Male",FALSE,49,249.487864902958
93547,"FT.4.1","EDU1-3","93001","csp_5_2","AT1|1","Male",FALSE,58,276.52251531213
93550,"FT.3.2","EDU1-9","93001","csp_5_5","AT1|2","Female",TRUE,37,299.856854828748
93551,"FT.4.2","EDU1-3","93001","csp_4_7","AT1|1","Male",FALSE,56,335.961766972228
93553,"FT.4.4","EDU1","93001","csp_7_8","AT2|1","Male",FALSE,72,361.101559901197
93554,"FT.4.4","EDU1-3","93001","csp_7_5","AT2|1","Male",FALSE,76,360.755390089891
93555,"FT.2.0","EDU1-6","93001","csp_5_4","AT1|1","Female",FALSE,28,339.429133433686
93559,"FT.4.1","EDU1-3","93001","csp_5_2","AT1|1","Female",FALSE,45,261.474428679503
93561,"FT.4.3","EDU1-3","93001","csp_4_5","AT1|1","Female",FALSE,62,302.96743665269
93564,"FT.4.1","EDU1-5","93001","csp_4_8","AT1|1","Male",FALSE,36,346.940423196428
93568,"FT.4.1","EDU1-6","93001","csp_5_2","AT1|1","Female",FALSE,37,280.566712313494
93570,"FT.4.1","EDU1-7","93001","csp_8_4","AT2|2","Female",TRUE,26,509.973203771544
93571,"FT.1.1","EDU1-3","93001","csp_8_5","AT2|5","Male",FALSE,35,665.655626018372
93573,"FT.4.1","EDU3","93001","csp_8_4","AT2|2","Male",TRUE,15,559.723110821516
93574,"FT.3.2","EDU1-2","93001","csp_8_4","AT2|2","Female",TRUE,18,662.486511723349
93577,"FT.1.2","EDU1-3","93001","csp_4_6","AT1|1","Female",FALSE,59,307.888301149527
93578,"FT.4.4","EDU1-8","93001","csp_7_4","AT2|1","Female",FALSE,74,330.092549314697
93582,"FT.4.1","EDU1-7","93005","csp_4_7","AT1|1","Female",FALSE,28,325.230885610588
93585,"FT.4.2","EDU1-5","93005","csp_4_8","AT1|1","Male",FALSE,30,341.091016594578
93586,"FT.4.1","EDU1","93005","csp_4_2","AT1|1","Male",FALSE,27,280.789104009575
93591,"FT.4.1","EDU1-3","93005","csp_4_3","AT1|1","Female",TRUE,21,325.634377046164
93592,"FT.4.1","EDU1-9","93005","csp_3_4","AT1|1","Male",FALSE,35,247.669705592058
93593,"FT.2.0","EDU1-4","93005","csp_6_3","AT1|1","Male",TRUE,38,359.546746662178
93598,"FT.1.2","EDU1-4","93005","csp_7_5","AT2|1","Female",FALSE,68,355.16316890292
93599,"FT.4.2","EDU3","93005","csp_8_1","AT1|2","Female",FALSE,40,521.404975821377
93600,"FT.1.2","EDU1-5","93005","csp_5_5","AT1|1","Female",TRUE,41,316.406547777659
93602,"FT.1.2","EDU1-7","93005","csp_4_3","AT1|1","Female",FALSE,36,257.576155511001
93604,"FT.4.2","EDU2","93005","csp_6_5","AT1|1","Male",FALSE,34,294.433326775836
93609,"FT.4.1","EDU3","93005","csp_6_3","AT1|1","Male",FALSE,52,404.631458936301
93610,"FT.4.4","EDU1-5","93005","csp_7_7","AT2|1","Female",FALSE,74,373.726185663051
93612,"FT.4.1","EDU1-3","93005","csp_5_4","AT1|1","Female",FALSE,42,169.305133510025
93613,"FT.1.2","EDU1-1","93005","csp_5_2","AT1|1","Female",FALSE,64,372.957689971473
93615,"FT.4.4","EDU1","93005","csp_8_5","AT2|5","Male",FALSE,31,745.732985565385
93616,"FT.4.1","EDU1-3","93005","csp_5_2","AT1|1","Female",FALSE,48,300.373778766064
93621,"FT.1.1","EDU1-3","93005","csp_4_7","AT1|1","Male",FALSE,55,336.250705835273
93622,"FT.4.2","EDU3","93005","csp_8_5","AT2|2","Male",TRUE,17,538.249421929799
93625,"FT.4.4","EDU1-5","93005","csp_7_4","AT2|1","Male",FALSE,72,363.598400667992
93626,"FT.1.1","EDU1-5","93005","csp_2_2","AT1|1","Male",FALSE,30,484.146483674459
93627,"FT.1.1","EDU1-8","93005","csp_3_5","AT1|2","Male",FALSE,46,385.748375817558
93630,"FT.4.1","EDU1-8","93005","csp_4_2","AT1|1","Male",TRUE,43,257.723124765005
93631,"FT.4.3","EDU1-2","93005","csp_4_7","AT1|2","Male",FALSE,54,558.444072594863
93634,"FT.3.2","EDU1-5","93005","csp_5_5","AT1|2","Female",FALSE,29,382.226170812417
93636,"FT.3.2","EDU2","93005","csp_8_5","AT2|5","Female",FALSE,50,546.414711032955
93639,"FT.4.1","EDU1-8","93005","csp_4_2","AT1|1","Female",FALSE,27,311.968453566343
93640,"FT.4.4","EDU1-3","93005","csp_7_7","AT2|1","Female",FALSE,82,369.580573810922
93641,"FT.2.0","EDU1-3","93005","csp_5_6","AT1|2","Female",FALSE,32,384.947688814417
93644,"FT.4.4","EDU2","93005","csp_7_7","AT2|1","Female",FALSE,77,335.441053798852
93645,"FT.4.4","EDU2","93005","csp_8_1","AT1|2","Male",FALSE,22,672.856665452748
93647,"FT.4.2","EDU1-4","93005","csp_8_4","AT2|2","Male",TRUE,21,501.846401731842
93648,"FT.4.4","EDU1-6","93005","csp_7_4","AT2|1","Male",FALSE,67,327.548730119521
93650,"FT.4.2","EDU2","93005","csp_5_3","AT1|1","Male",FALSE,61,241.622339416801
93651,"FT.3.2","EDU1","93005","csp_7_7","AT2|1","Female",FALSE,69,365.652779124935
93656,"FT.4.3","EDU2","93005","csp_5_2","AT1|1","Female",FALSE,36,298.909255813962
93657,"FT.4.4","EDU1-3","93005","csp_7_7","AT2|1","Male",FALSE,95,363.585328397307
93658,"FT.4.1","EDU1-5","93005","csp_4_2","AT1|1","Male",FALSE,31,363.339174324327
93659,"FT.4.4","EDU1","93005","csp_7_2","AT2|1","Female",FALSE,63,379.100292876039
93661,"FT.4.1","EDU1-8","93005","csp_3_1","AT1|1","Female",FALSE,31,348.680170389545
93662,"FT.1.1","EDU1-7","93005","csp_4_5","AT1|1","Male",FALSE,39,389.337877259374
93663,"FT.4.4","EDU1-3","93005","csp_7_8","AT2|1","Male",FALSE,67,401.911310025628
93665,"FT.2.0","EDU3","93005","csp_6_2","AT1|2","Male",FALSE,30,603.593851086777
93666,"FT.4.4","EDU2","93005","csp_7_7","AT2|1","Female",FALSE,67,345.332918541458
93667,"FT.3.2","EDU3","93005","csp_4_2","AT1|1","Female",FALSE,32,408.791353670826
93669,"FT.4.1","EDU1-2","93005","csp_6_5","AT1|1","Male",FALSE,28,441.499447971587
93671,"FT.3.2","EDU1-2","93005","csp_8_4","AT2|2","Female",TRUE,17,660.32044233351
93673,"FT.4.1","EDU1-6","93005","csp_4_3","AT1|1","Female",FALSE,41,137.813864380816
93675,"FT.4.1","EDU2","93005","csp_4_2","AT1|1","Male",FALSE,32,266.027536923376
93676,"FT.3.2","EDU1-2","93005","csp_8_4","AT2|2","Female",TRUE,15,661.604485050866
93677,"FT.4.1","EDU1-1","93005","csp_5_6","AT1|1","Female",FALSE,50,294.517849601145
93678,"FT.4.2","EDU1-5","93005","csp_5_6","AT1|2","Female",FALSE,46,265.410990709844
93679,"FT.4.2","EDU1-3","93005","csp_2_3","AT1|1","Male",FALSE,55,275.825042399145
93680,"FT.2.0","EDU1","93005","csp_8_5","AT2|5","Male",FALSE,35,689.879737328562
93683,"FT.4.1","EDU1-8","93005","csp_3_7","AT1|1","Male",FALSE,28,355.906520998692
93684,"FT.4.3","EDU1-7","93005","csp_8_4","AT2|2","Female",TRUE,26,523.37622043564
93685,"FT.1.2","EDU1-2","93005","csp_8_6","AT2|5","Female",FALSE,71,654.423222831685
93687,"FT.4.4","EDU1-8","93005","csp_4_6","AT1|1","Male",FALSE,28,282.584439032632
93693,"FT.4.2","EDU1-3","93005","csp_4_7","AT1|1","Male",FALSE,21,389.106652277764
93695,"FT.4.4","EDU1-3","93005","csp_8_5","AT2|5","Male",FALSE,45,680.880533696436
93698,"FT.1.2","EDU1-7","93005","csp_4_3","AT1|1","Female",FALSE,44,320.877159591438
93700,"FT.4.4","EDU1-4","93005","csp_5_3","AT1|2","Male",FALSE,21,539.342010369194
93702,"FT.3.1","EDU1","93005","csp_6_3","AT1|1","Male",FALSE,40,497.956414760511
93705,"FT.4.1","EDU1-7","93005","csp_6_7","AT1|1","Male",FALSE,35,394.273011561716
93706,"FT.4.4","EDU1","93005","csp_8_5","AT2|5","Male",FALSE,27,745.050851932899
93711,"FT.4.1","EDU1-7","93005","csp_5_6","AT1|1","Female",FALSE,34,346.623282171657
93712,"FT.3.2","EDU1-4","93005","csp_5_2","AT1|1","Female",FALSE,41,327.797501494797
93714,"FT.4.3","EDU1-3","93005","csp_7_7","AT2|1","Male",FALSE,54,358.213311515554
93715,"FT.1.1","EDU1-3","93005","csp_4_6","AT1|1","Male",FALSE,61,279.803782089493
93718,"FT.2.0","EDU1-3","93006","csp_5_4","AT1|1","Male",FALSE,34,447.688198153809
93720,"FT.4.1","EDU2","93006","csp_8_4","AT2|2","Male",TRUE,30,532.762552309947
93723,"FT.4.1","EDU1-4","93006","csp_6_8","AT1|1","Female",FALSE,40,387.202525553467
93724,"FT.4.1","EDU1-4","93006","csp_6_3","AT1|1","Female",FALSE,45,514.551540679869
93725,"FT.2.0","EDU1-8","93006","csp_6_3","AT1|1","Male",FALSE,57,400.433591665934
93726,"FT.3.2","EDU3","93006","csp_8_4","AT2|2","Male",TRUE,18,580.35127047731
93727,"FT.3.2","EDU1-2","93006","csp_6_7","AT1|1","Male",FALSE,58,622.757938248046
93728,"FT.4.2","EDU1","93006","csp_6_3","AT1|1","Male",FALSE,51,375.836870764272
93732,"FT.1.1","EDU1-8","93006","csp_3_7","AT1|1","Male",FALSE,59,189.479041505663
93733,"FT.1.2","EDU1-9","93006","csp_3_4","AT1|2","Female",TRUE,31,383.777828402293
93734,"FT.4.1","EDU1","93006","csp_6_2","AT1|1","Male",FALSE,40,521.167432371926
93736,"FT.4.2","EDU1-4","93006","csp_6_7","AT1|1","Male",FALSE,40,365.61552943608
93738,"FT.4.1","EDU1-8","93006","csp_3_7","AT1|1","Female",FALSE,60,212.168952184524
93740,"FT.4.3","EDU1-3","93006","csp_5_2","AT1|1","Female",FALSE,56,224.43285939386
93741,"FT.4.1","EDU1-4","93006","csp_5_2","AT1|1","Male",FALSE,34,322.67609538865
93742,"FT.4.1","EDU1-4","93006","csp_4_6","AT1|1","Male",FALSE,60,276.180638183584
93743,"FT.3.2","EDU3","93006","csp_8_5","AT2|2","Male",TRUE,15,580.190525721125
93745,"FT.4.2","EDU1","93006","csp_8_5","AT2|4","Female",FALSE,35,350.896544144628
93747,"FT.1.1","EDU2","93006","csp_6_3","AT1|1","Male",FALSE,26,463.684681703219
93748,"FT.1.2","EDU1-3","93006","csp_5_6","AT1|1","Female",FALSE,37,331.966236417759
93754,"FT.4.1","EDU1-3","93006","csp_5_2","AT1|1","Female",FALSE,56,274.282731128545
93756,"FT.4.1","EDU1-5","93006","csp_8_4","AT2|2","Female",TRUE,21,542.070841252944
93757,"FT.4.3","EDU1-6","93006","csp_4_3","AT1|1","Female",FALSE,31,265.126363052989
93761,"FT.1.1","EDU2","93006","csp_2_2","AT1|1","Male",TRUE,54,328.36092174649
93763,"FT.4.2","EDU1-3","93006","csp_8_6","AT2|5","Female",FALSE,60,536.495072324484
93765,"FT.4.4","EDU1-7","93006","csp_7_4","AT2|1","Female",FALSE,77,335.22658163102
93766,"FT.1.1","EDU2","93006","csp_8_5","AT2|5","Male",FALSE,53,652.937102945163
93767,"FT.4.2","EDU1-2","93006","csp_8_4","AT2|2","Male",TRUE,20,591.176771705179
93768,"FT.4.1","EDU1-8","93006","csp_4_8","AT1|1","Female",FALSE,49,265.847759408882
93769,"FT.4.4","EDU1","93006","csp_7_7","AT2|1","Female",FALSE,77,375.406109970428
93771,"FT.1.1","EDU1-8","93006","csp_3_8","AT1|1","Male",FALSE,41,373.178791557401
93774,"FT.1.1","EDU1-6","93006","csp_7_5","AT2|1","Male",FALSE,80,243.371519585121
93776,"FT.4.1","EDU1-3","93007","csp_8_4","AT2|2","Male",TRUE,21,574.972223886852
93778,"FT.3.2","EDU3","93007","csp_8_5","AT2|2","Male",TRUE,15,586.581654409699
93782,"FT.4.2","EDU2","93007","csp_6_8","AT1|1","Male",FALSE,81,384.026326219355
93784,"FT.4.2","EDU1-4","93007","csp_6_4","AT1|1","Male",FALSE,31,379.914600787568
93788,"FT.4.1","EDU1-3","93007","csp_5_5","AT1|1","Male",FALSE,36,196.24214801367
93789,"FT.4.1","EDU1-8","93007","csp_3_8","AT1|1","Male",FALSE,58,302.133322743505
93790,"FT.3.2","EDU1-7","93007","csp_8_4","AT2|2","Female",TRUE,26,587.9773345
93791,"FT.4.1","EDU1-8","93007","csp_2_2","AT1|1","Male",FALSE,33,325.572253367232
93796,"FT.4.4","EDU1","93007","csp_6_3","AT1|1","Male",FALSE,52,520.025894520153
93797,"FT.4.2","EDU3","93007","csp_8_5","AT2|4","Female",FALSE,52,358.011092938714
93799,"FT.4.1","EDU2","93007","csp_6_8","AT1|1","Female",FALSE,60,321.689399889323
93800,"FT.4.4","EDU1-5","93007","csp_2_2","AT1|2","Male",FALSE,39,561.112584388676
93801,"FT.4.2","EDU1-3","93007","csp_6_3","AT1|1","Male",FALSE,48,508.807585684131
93804,"FT.4.1","EDU1-3","93007","csp_6_7","AT1|1","Male",FALSE,51,505.381989585978
93805,"FT.3.2","EDU1-2","93007","csp_8_4","AT2|2","Female",TRUE,19,663.695544338722
93807,"FT.1.2","EDU1-1","93007","csp_7_8","AT2|1","Female",FALSE,92,395.854132395003
93808,"FT.1.1","EDU1-6","93007","csp_5_4","AT1|1","Male",FALSE,26,243.103880163477
93811,"FT.4.2","EDU1-3","93007","csp_8_5","AT2|5","Male",FALSE,18,629.456901150106
93813,"FT.1.2","EDU1-2","93007","csp_7_7","AT2|1","Female",FALSE,81,436.6554984221
93819,"FT.4.1","EDU1-2","93007","csp_6_3","AT1|1","Male",TRUE,17,449.626424834107
93822,"FT.4.3","EDU1","93007","csp_6_7","AT1|1","Female",FALSE,66,319.469511195258
93823,"FT.4.2","EDU1-3","93007","csp_5_2","AT1|2","Female",FALSE,24,365.104650830378
93824,"FT.4.1","EDU1-7","93007","csp_5_5","AT1|1","Male",FALSE,28,302.65485820875
93827,"FT.4.3","EDU1-6","93007","csp_4_6","AT1|1","Male",TRUE,28,114.956357887986
93828,"FT.4.1","EDU3","93007","csp_4_8","AT1|1","Male",FALSE,63,261.290317943328
93832,"FT.4.4","EDU1-5","93007","csp_8_1","AT1|2","Female",FALSE,29,604.225111355381
93833,"FT.3.1","EDU3","93007","csp_8_4","AT2|2","Male",TRUE,16,564.022073840902
93835,"FT.4.1","EDU1-7","93007","csp_6_8","AT1|1","Female",FALSE,55,437.589238762663
93836,"FT.2.0","EDU1-4","93007","csp_2_1","AT1|1","Male",FALSE,32,605.028259278378
93837,"FT.3.2","EDU1-6","93007","csp_3_7","AT1|1","Female",FALSE,51,335.080506124997
93839,"FT.4.1","EDU1-6","93007","csp_4_5","AT1|1","Female",FALSE,43,143.356848697968
93841,"FT.1.2","EDU3","93007","csp_5_6","AT1|1","Female",FALSE,62,439.074325639473
93842,"FT.4.3","EDU1-2","93007","csp_4_6","AT1|2","Male",FALSE,29,527.861402106227
93844,"FT.3.1","EDU2","93007","csp_6_7","AT1|1","Male",FALSE,30,613.703730894228
93846,"FT.1.2","EDU1-2","93007","csp_7_5","AT2|1","Female",FALSE,88,407.20323336834
93853,"FT.1.1","EDU1-6","93008","csp_5_6","AT1|1","Male",FALSE,36,213.452576763646
93854,"FT.4.1","EDU1-8","93008","csp_3_3","AT1|1","Female",FALSE,42,290.46321543691
93856,"FT.4.1","EDU1-2","93008","csp_8_4","AT2|2","Female",TRUE,17,642.052455678301
93857,"FT.4.1","EDU1-3","93008","csp_5_5","AT1|1","Female",FALSE,52,160.865106829933
93859,"FT.1.1","EDU1-7","93008","csp_3_7","AT1|1","Male",FALSE,52,349.169163161771
93861,"FT.4.3","EDU1-8","93008","csp_3_7","AT1|1","Female",FALSE,41,274.135797635809
93862,"FT.4.3","EDU1-7","93008","csp_4_7","AT1|1","Female",FALSE,39,371.648213037689
93863,"FT.4.4","EDU1-3","93008","csp_8_4","AT2|2","Male",TRUE,21,708.44927472455
93865,"FT.4.2","EDU1-7","93008","csp_3_5","AT1|1","Male",FALSE,56,168.401464547281
93870,"FT.4.4","EDU1-7","93008","csp_8_5","AT2|4","Female",FALSE,44,491.315014576547
93876,"FT.1.2","EDU1-7","93008","csp_4_6","AT1|1","Female",TRUE,25,420.32617550677
93878,"FT.4.1","EDU1-8","93008","csp_3_4","AT1|1","Female",FALSE,41,266.637986089991
93879,"FT.4.1","EDU1-3","93008","csp_4_7","AT1|1","Male",FALSE,56,242.946072750412
93882,"FT.4.2","EDU1-3","93008","csp_6_4","AT1|1","Male",FALSE,39,468.479377108764
93883,"FT.4.1","EDU1-8","93008","csp_3_7","AT1|1","Female",FALSE,36,286.168045596866
93884,"FT.4.2","EDU1-4","93008","csp_8_5","AT2|4","Female",FALSE,42,359.054775472922
93886,"FT.1.1","EDU1-6","93008","csp_8_4","AT2|2","Male",TRUE,26,612.754563352188
93887,"FT.4.1","EDU3","93008","csp_6_2","AT1|1","Male",FALSE,41,299.282388601286
93888,"FT.4.1","EDU1-7","93008","csp_2_2","AT1|1","Male",FALSE,44,316.412338886788
93889,"FT.1.2","EDU1-4","93008","csp_5_3","AT1|1","Female",FALSE,38,367.088401307492
93892,"FT.3.1","EDU1-8","93008","csp_5_5","AT1|1","Female",FALSE,34,331.224286575406
93893,"FT.1.1","EDU1-3","93008","csp_3_7","AT1|1","Male",FALSE,52,433.142831349634
93895,"FT.2.0","EDU1-6","93008","csp_3_8","AT1|1","Male",FALSE,29,521.806160276003
93898,"FT.4.4","EDU1","93008","csp_8_5","AT2|5","Female",FALSE,61,645.130123930916
93899,"FT.2.0","EDU1-7","93008","csp_8_4","AT2|2","Female",TRUE,30,559.865081131023
93901,"FT.4.1","EDU1-5","93008","csp_6_4","AT1|1","Male",FALSE,48,354.249984818293
93902,"FT.4.4","EDU2","93008","csp_6_4","AT1|2","Male",FALSE,58,542.664246131738
93904,"FT.4.2","EDU3","93008","csp_8_5","AT2|2","Female",TRUE,16,541.66305943423
93905,"FT.4.1","EDU1-2","93008","csp_8_4","AT2|2","Male",TRUE,18,636.152857934852
93908,"FT.4.1","EDU1","93008","csp_8_6","AT2|5","Female",FALSE,71,509.524075561568
93909,"FT.3.2","EDU1-6","93008","csp_8_5","AT2|5","Female",FALSE,43,572.421552883997
93910,"FT.4.2","EDU1-2","93008","csp_5_5","AT1|2","Female",FALSE,27,390.982868922771
93911,"FT.4.3","EDU1-4","93008","csp_5_2","AT1|1","Female",FALSE,47,354.575564587608
93912,"FT.4.2","EDU1-4","93008","csp_8_5","AT2|4","Female",FALSE,28,375.35691337527
93913,"FT.1.1","EDU1-9","93008","csp_3_8","AT1|1","Male",FALSE,43,439.711840764685
93914,"FT.4.1","EDU3","93008","csp_6_7","AT1|1","Male",FALSE,49,367.337678583887
93915,"FT.1.1","EDU1-3","93008","csp_6_2","AT1|2","Male",FALSE,61,551.690395980172
93916,"FT.3.2","EDU1-3","93008","csp_6_8","AT1|1","Male",FALSE,30,590.218302519849
93918,"FT.4.1","EDU1-4","93008","csp_4_7","AT1|1","Male",FALSE,30,512.496950614686
93919,"FT.4.1","EDU1-8","93008","csp_4_3","AT1|1","Male",FALSE,32,344.028206346207
93921,"FT.4.3","EDU1-2","93008","csp_5_6","AT1|1","Female",FALSE,54,292.604678577479
93923,"FT.4.1","EDU1-4","93008","csp_8_4","AT2|2","Female",TRUE,26,526.298106460229
93924,"FT.4.1","EDU1-4","93008","csp_8_4","AT2|2","Female",TRUE,22,535.194724229629
93925,"FT.1.1","EDU1-5","93008","csp_4_3","AT1|1","Male",TRUE,39,463.298703596725
93928,"FT.4.2","EDU1-5","93008","csp_8_1","AT1|2","Male",FALSE,24,554.557150079069
93934,"FT.4.1","EDU1-4","93010","csp_5_3","AT1|1","Male",FALSE,59,196.518477392739
93935,"FT.4.3","EDU1-7","93010","csp_3_4","AT1|1","Female",FALSE,29,413.935073936192
93936,"FT.4.1","EDU1-7","93010","csp_3_7","AT1|1","Female",FALSE,28,302.473001780448
93937,"FT.4.4","EDU1-6","93010","csp_7_7","AT2|1","Female",FALSE,67,363.51256230742
93938,"FT.2.0","EDU1-7","93010","csp_4_6","AT1|1","Female",FALSE,36,353.164077868259
93941,"FT.1.1","EDU1-6","93010","csp_4_7","AT1|1","Male",FALSE,39,278.221173563152
93943,"FT.4.1","EDU1-7","93010","csp_4_7","AT1|1","Male",FALSE,46,315.10976912198
93944,"FT.4.4","EDU1-2","93010","csp_5_5","AT1|2","Female",FALSE,46,470.575203564925
93945,"FT.1.2","EDU1-1","93010","csp_6_8","AT1|1","Female",FALSE,68,510.139537412039
93947,"FT.4.4","EDU1","93010","csp_7_8","AT2|1","Male",FALSE,81,346.970545879932
93948,"FT.4.1","EDU1-7","93010","csp_3_7","AT1|1","Female",FALSE,40,309.742987180791
93950,"FT.4.4","EDU1","93010","csp_7_8","AT2|1","Male",FALSE,89,349.269798734189
93951,"FT.3.1","EDU1-7","93010","csp_8_4","AT2|2","Male",TRUE,26,550.017563049826
93952,"FT.4.2","EDU1-6","93010","csp_5_6","AT1|2","Female",FALSE,29,301.071116875438
93953,"FT.4.4","EDU1","93010","csp_8_6","AT2|5","Female",FALSE,76,645.319663151171
93955,"FT.4.2","EDU1-4","93010","csp_6_4","AT1|1","Male",FALSE,29,490.051042642407
93958,"FT.1.2","EDU1-6","93010","csp_5_2","AT1|1","Female",FALSE,41,384.204631340069
93959,"FT.4.2","EDU2","93010","csp_5_5","AT1|1","Male",FALSE,38,199.785434872439
93960,"FT.1.1","EDU1-3","93010","csp_8_6","AT2|5","Male",FALSE,64,622.384737700832
93961,"FT.1.2","EDU1-7","93010","csp_4_7","AT1|1","Female",FALSE,31,355.387472131661
93965,"FT.1.2","EDU1-6","93010","csp_3_7","AT1|1","Female",FALSE,34,411.033897483406
93966,"FT.3.2","EDU1-4","93010","csp_8_4","AT2|2","Female",TRUE,24,549.823405403363
93967,"FT.4.2","EDU1-3","93010","csp_5_4","AT1|1","Male",FALSE,60,133.30199999925
93968,"FT.3.1","EDU1-2","93010","csp_8_4","AT2|2","Female",TRUE,18,636.685823668287
93969,"FT.4.1","EDU3","93010","csp_8_4","AT2|2","Female",TRUE,15,573.019788630303
93974,"FT.4.2","EDU1-5","93010","csp_6_3","AT1|1","Male",FALSE,44,402.434051592118
93975,"FT.4.1","EDU1-3","93010","csp_5_2","AT1|1","Female",FALSE,61,249.359852353081
93977,"FT.4.3","EDU1-4","93010","csp_3_7","AT1|1","Female",FALSE,49,189.528471589888
93980,"FT.4.2","EDU2","93010","csp_6_7","AT1|1","Male",FALSE,98,373.792374842147
93981,"FT.4.1","EDU1-3","93010","csp_6_3","AT1|1","Male",FALSE,56,391.752157629526
93983,"FT.1.1","EDU1-5","93010","csp_7_8","AT2|1","Male",FALSE,69,359.460188827902
93988,"FT.3.2","EDU1","93010","csp_8_6","AT2|5","Female",FALSE,66,565.062630808884
93989,"FT.3.2","EDU1-3","93010","csp_5_2","AT1|1","Female",FALSE,56,202.751339806181
93990,"FT.3.2","EDU1-4","93010","csp_8_4","AT2|2","Female",TRUE,24,554.535949994442
93991,"FT.4.4","EDU3","93010","csp_2_2","AT1|2","Male",FALSE,38,633.658105950993
93992,"FT.3.2","EDU3","93010","csp_6_3","AT1|2","Male",FALSE,50,621.098150543021
93993,"FT.4.1","EDU1-6","93010","csp_5_4","AT1|1","Male",FALSE,46,231.352983203647
93994,"FT.3.2","EDU1-4","93010","csp_8_1","AT1|2","Male",FALSE,20,701.368433805285
93999,"FT.4.4","EDU1-7","93010","csp_7_7","AT2|1","Female",FALSE,65,387.246407621124
94002,"FT.4.1","EDU1-8","93010","csp_3_3","AT1|1","Female",FALSE,34,257.524254772338
94006,"FT.3.2","EDU1-6","93010","csp_4_3","AT1|1","Female",FALSE,41,390.941166870681
94007,"FT.4.3","EDU1-7","93010","csp_6_7","AT1|2","Male",FALSE,32,572.10620211515
94010,"FT.4.4","EDU1-4","93010","csp_7_8","AT2|1","Male",FALSE,68,388.088979680383
